,Job Title,Skills
154,Enterprise Architect Security,"Databricks,ServiceNow,Attack Surface Management,Digital Transformation,Technology Solutions,Microsoft Azure,Cloud Computing Architecture,Communications,Multitasking,Cyber Security,Complex Networks,Cyber Threat Hunting,Security Controls,Strategic Planning,Network Security,Asset Management,Penetration Testing,Cloud Security,Runbook,Payment Card Industry (PCI) Data Security Standards,Problem Solving,Verbal Communication Skills,Risk Management Framework,Security Information And Event Management (SIEM),Consulting,Risk Analysis,Threat Modeling,Statement On Standards For Attestation Engagements (SSAE),Information Privacy,Joint Ventures,IT Security Architecture,Cyber Security Management,Financial Services,Computer Engineering,Identity And Access Management,Vulnerability,Business Strategies,Governance Risk Management And Compliance,Telecommunications,Operations,Management,Auditing,Business Development,Sales,Amazon Web Services,Platform As A Service (PaaS),Investments,User Experience (UX),Analytics,Salesforce,Automation,Artificial Intelligence"
155,Cyber Security Engineer - DSC/CY/11478,"Operating Systems,Unix,Python (Programming Language),Interpersonal Communications,Server Virtualization,Shell Script,Computer Science,Information Technology,Information And Communications Technology,Problem Solving,System Administration,Commissioning,Research"
156,IT Project Manager(Cybersecurity),"Project Documentation,Project Management,Project Planning,Application Development,Technical Services,Communications,Managed Services,Project Risk Management,Strategic Partnership,Project Performance,Cyber Security,Technology Solutions,Project Scoping,Risk Management,Quality Auditing,Operations,Systems Integration,Outsourcing,Innovation"
157,"Cybersecurity Engineer, Global E-commerce (Governance and Experience)","Vulnerability Management,Systems Analysis,Information Gathering,Cyber Threat Intelligence,Courage,Software Testing,Cyber Security,Trustworthiness,Security Investigations,Utility Software,Operations Research,Attack Surface Management,Mathematical Analysis,Threat Modeling,Penetration Testing,Cloud Security,Problem Solving,Research Design,Computer Networks,TikTok,Computer Science,Forensic Sciences,Vulnerability,Information Technology,Creativity,Governance,E-Commerce,Writing"
158,Cyber Security Engineer - GRC,"Firewall,Proxy Servers,Vulnerability Management,Endpoint Security,Network Support,Distributed Denial-Of-Service (DDoS) Attacks,Virtual Private Networks (VPN),Cyber Security,ITIL Foundation Certification,Network Access Control,Problem Management,Cyber Engineering,Windows Messaging,Security Information And Event Management (SIEM),Account Management,Project Implementation,Incident Management,Middleware,Patch Management,Cyber Incident Response,Vulnerability,Management,Wireless Communications,Investigation,Mobile Device Management"
159,Security Engineer,"Product Lifecycle Management,Product Design,Threat Modeling,Vulnerability Assessments,Penetration Testing,Security Requirements Analysis,Cyber Security,Code Review,Security Investigations,Security Policies,Investigation"
160,Cybersecurity Engineer - Global E-commerce (Governance and Experience),"Vulnerability Management,Systems Analysis,Information Gathering,Cyber Threat Intelligence,Courage,Software Testing,Cyber Security,Trustworthiness,Security Investigations,Utility Software,Operations Research,Attack Surface Management,Mathematical Analysis,Threat Modeling,Penetration Testing,Cloud Security,Problem Solving,Research Design,Computer Networks,TikTok,Computer Science,Forensic Sciences,Vulnerability,Information Technology,Creativity,Governance,E-Commerce,Writing"
161,IT Project Manager (Infrastructure/ Cybersecurity),"Project Planning,Project Management,Finance,User Requirements Documents,Test Strategy,Front Office,Accountability,Technology Solutions,Vendor Relationship Management,Project Sponsorship,Systems Integration,Test Planning,Team Building,Operations,Leadership"
162,Assoc Security Engineer,"Firewall,Incident Reporting,Process Improvement,Security Log,User Accounts,Emergency Response,Security Controls,Security Technology,Security Systems,Triage,Log Monitoring,Security Devices,Security Policies,Computer Science,Mitigation,Management,Auditing"
163,Security Engineer (Offensive Security) - Penetration Lab,"Fat Client,Security Engineering,Courage,Python (Programming Language),Cross-Site Request Forgery,Penetration Testing,Cloud Security,Project Management,Java (Programming Language),Scalability,HackerOne,Node.js (Javascript Library),Content Creation,Web Application Security,Authentications,Rust (Programming Language),Vulnerability,Computer Engineering,TikTok,JavaScript (Programming Language),Teamwork,Computer Science,C (Programming Language),Information Systems,Go (Programming Language),Creativity,Research,Test Planning,Systems Development Life Cycle,Writing"
164,Manager (Cybersecurity Technology and Incident Response),"Cyber Threat Intelligence,Vulnerability Management,Sherwood Applied Business Security Architecture,Threat Modeling,Incident Response,Cyber Security,IT Security Architecture,Technical Management,Digital Assets,Event Management,Communications,Forensic Sciences,Industrial Internet Of Things (IIoT),GIAC Certified Forensics Analyst,GIAC Certifications,Risk Analysis,Maritime Logistics,GIAC Certified Incident Handler,Certified In Risk And Information Systems Control,Supply Chain,Solution Architecture,The Open Group Architecture Framework (TOGAF),Resilience,Risk Governance,Problem Solving,Project Management,Learning Development,Certified Information Security Manager,GIAC Reverse Engineering Malware,Cyber Incident Response,Project Planning,Control Objectives For Information And Related Technology (COBIT),GIAC Certified Intrusion Analyst,Incident Management,NIST Cybersecurity Framework (CSF),Vulnerability,Cyber Engineering,Computer Science,Management,Agile Methodology,Internet Of Things (IoT)"
165,Data Defense Operations Analyst - DP (Singapore),"Curiosity,NoSQL,MySQL,Application Programming Interface (API),MongoDB,Cloud Services,Apache Kafka,Linux,Regular Expressions,Creativity,Compassion,Python (Programming Language),Key Performance Indicators (KPIs),Data Quality,Risk Analysis,Data Analysis,Redis,Reconciliation,SQL (Programming Language),Scalability,Cyber Security,Data Modeling,Public Key Infrastructure,Database Encryption,Elasticsearch,Data Discovery,Command-Line Interface,Information Privacy,Business Process Automation,TikTok,Apache Hive,Data Security,Dashboard,Innovation,Decision Making,Dataflow,Operations,Go (Programming Language),Data Classification,Microsoft Access,Agile Methodology,Troubleshooting (Problem Solving),Pandas (Python Package),New Product Development,Scripting,Workflow Management"
166,Security Engineer (Corporate IT),"Cyber Threat Intelligence,Vulnerability Management,Enthusiasm,Incident Response,Certified Ethical Hacker,GIAC Certifications,GIAC Security Essentials Certification (GSEC),Resourcefulness,Linux,TCP/IP,Malware Analysis,CompTIA Cybersecurity Analyst (CySA+),Problem Solving,Research Design,Triage,Cyber Security,Presentations,Certified Information Systems Security Professional,Identity And Access Management,Operating Systems,Computer Science,SMTP (Simple Mail Transfer Protocol),English Language,Leadership,Communications,Dashboard"
167,"Assistant Vice President, Security Engineer - Infrastructure Security Engineering",
168,Security Pen Testing Engineer,"Healthcare Industry Knowledge,Ruby (Programming Language),Python (Programming Language),Advanced Business Application Programming (ABAP),Fat Client,Security Testing,Analytical Skills,Certified Ethical Hacker,Presentations,Vulnerability Assessments,Penetration Testing,Offensive Security Certified Professional,Java (Programming Language),Writing,Certified Information Systems Security Professional,Consulting,Process Improvement,Information And Communications Technology,Go (Programming Language),Procurement"
169,Security Delivery Specialist,"GIAC Certifications,Cyber Incident Response,Load Balancing,Vulnerability Management,DevSecOps,Cloud Security,Cyber Threat Intelligence,Vulnerability Assessments,Agile Methodology,Multi-Cloud,Cyber Security,CompTIA Security+,Digital Assets,Phishing,Event Management,Secure Remote Password Protocols,Cyber Security Standards,Encryption,Cyber Threat Hunting,Network Routing,Penetration Testing,Network Troubleshooting,Root Cause Analysis,Certified Cloud Security Professional (CCSP),Cyber Security Systems,Application Security,Certified Information Systems Security Professional,Customer Success Management,Threat Modeling,Growth Mindedness,IT Security Architecture,Identity And Access Management,Operating Systems,Risk Management,Vulnerability Scanning,Operations,Amazon Web Services,Automation,Advising,Innovation,Research,Tooling"
170,2024 Software Engineer Program - Summer Analyst - Singapore,"Commercial Banking,Professional Networking,Financial Technology (FinTech),Python (Programming Language),Asset Management,Machine Learning,Resilience,Interpersonal Communications,Problem Solving,Java (Programming Language),Cyber Security,Technology Solutions,Data Structures,Cloud Development,Financial Services,Software Engineering,JavaScript (Programming Language),Computer Science,Curiosity,Investment Banking,Investments,C (Programming Language),Innovation,Mentorship,Financial Institution,Transaction Processing (Computing),Disabilities,Mental Health,Go (Programming Language),Big Data"
171,Cybersecurity Policy Development,"Cryptography,Certified Information System Auditor (CISA),Digital Transformation,DevSecOps,Smart Systems,Vulnerability Assessments,Network Planning And Design,Application Development,Cloud Hosting,Data Science,Emerging Technologies,Time Management,Security Management,Project Management,Learning Development,Cyber Security,Certified Information Systems Security Professional,Consulting,Risk Analysis,Artificial Intelligence,Hardware Design,CI/CD,Security Policies,Computer Science,Management,Governance,Auditing,Mitigation,Innovation,Agile Methodology"
172,Cybersecurity Engineer (Product Security Assessment),"Cloud Infrastructure,Digital Transformation,DevSecOps,Smart Systems,Mobile Application Development,Application Development,Data Science,Intellectual Curiosity,Cyber Security,Cloud Services,GIAC Penetration Tester,GIAC Certifications,Time Management,Vulnerability Assessments,Penetration Testing,Offensive Security Certified Professional,Learning Development,Kernel Debuggers,GIAC Exploit Researcher And Advanced Penetration Tester,Network Packet,Communications,Presentations,Artificial Intelligence,Code Review,Vulnerability,Software Development,Research,Disassembler,Innovation,Agile Methodology"
173,"Senior Engineer, Product Cybersecurity","Public Key Infrastructure,Safety Standards,Functional Safety,Threat Modeling,Certified Ethical Hacker,Communications,Fuzz Testing,MISRA C (C Programming Language),Public Key Certificates,Key Management,Microcontrollers,Cyber Security,Cyber Security Assessment,Certified Information Systems Security Professional,Risk Analysis,Open Systems Interconnection,Secure Coding,Network Architecture,Management,Vulnerability,Technical Support,Digital Signature"
174,Associate Security Engineer - #catalystWSP,"Cyber Security,Project Management,Linux,TCP/IP,Problem Solving,Stakeholder Management,Critical Thinking,Computer Engineering,Computer Science,Information Technology,Network Routing,Presales,Information And Communications Technology,Information Systems,Negotiation,Operations"
175,Cybersecurity Operations Engineer (DSC/JH),"Inventory Management System,Security Administration,Information Systems Security,Network Administration,Computer Science,Information Technology,Troubleshooting (Problem Solving),Problem Solving,Automation"
176,Lead Information Security Specialist - Security Engineer,"Communications,Windows Servers,Server Administration,Cyber Threat Intelligence,Cyber Security,Interpersonal Communications,Linux,Microsoft Certified Systems Engineer,Python (Programming Language),Hardening,Privileged Access Management,Security Requirements Analysis,Security Systems,Java (Programming Language),Security Information And Event Management (SIEM),Software Engineering,CyberArk,Information Technology Infrastructure Library,Microsoft Certified Systems Administrator,Training And Development,Hyper-V,Teamwork,Security Policies,Endpoint Detection And Response,Information Technology,Information Systems,Automation,Go (Programming Language),Customer Service"
177,Lead Information Security Specialist,"Gap Analysis,Multitasking,Cyber Security Standards,Cyber Security,Communications,Emerging Technologies,Network Security,Problem Solving,Cyber Security Assessment,Software Engineering,Threat Modeling,Risk Analysis,Cyber Risk,Training And Development,Physical Security,Payment Card Industry (PCI) Data Security Standards,Computer Engineering,Open Web Application Security Project (OWASP),Risk Management,Computer Science,Data Security,Electrical Engineering,Management,Mitigation,Vulnerability,Information And Communications Technology,Artificial Intelligence"
178,Cybersecurity Managed Services - Solutions Architect,"Capital Markets,Coaching,Self-Motivation,Microsoft Azure,Cyber Security,Microsoft Certified: Azure Solutions Architect Expert,Kubernetes,Finance,People Management,Scrum (Software Development),Strong Work Ethic,Solution Architecture,Resilience,Problem Solving,Knowledge-Based Systems,Cloud Technologies,Portuguese Language,Consulting,Verbal Communication Skills,Relationship Building,Team Performance Management,Professional Responsibility,Systems Architecture,English Language,Team Building,Communications,Innovation,Leadership,Operationalization,Vulnerability,Team Leadership,Project Management Institute (PMI) Methodology"
179,"Senior GRV Cyber Analyst (Governance, risk, verification)","Firewall,Business Ethics,Vulnerability Management,Security Testing,Offensive Security,Cyber Security,Interpersonal Communications,Communications,Standard Operating Procedure,Hardening,Risk Analysis,Writing Systems,Penetration Testing,Offensive Security Certified Professional,Certified Information Systems Security Professional,Industrial Control Systems,Data Governance,Cyber Risk,Operating Systems,Vulnerability,Governance,Operations,Management,English Language"
180,Senior GSOC L2 Analyst,"GIAC Certifications,Cyber Threat Intelligence,Offensive Security,Incident Response,Cisco Certified Network Associate,Cyber Security,Collaboration,TCP/IP,Python (Programming Language),Economic Growth,Offensive Security Certified Professional,Data Loss Prevention,Java (Programming Language),Net Zero,Writing,Security Information And Event Management (SIEM),Triage,Windows PowerShell,Cyber Incident Response,Vulnerability,C (Programming Language),Retirement Planning,Mental Health,Dashboard,Investigation"
181,Security Operation Engineer (DSC/TE),"Firewall,RSA (Cryptosystem),SonicWall,Cyber Security,Host-Based Intrusion Detection Systems,User Acceptance Testing (UAT),Container Security,Fortinet,Cisco Adaptive Security Appliance (ASA),Cisco PIX,Enterprise Security,Security Systems,Report Writing,CyberArk,Infrastructure Security,Imperva,Bluecoat Proxies,Computer Science,Disaster Recovery,Information Technology,Operations"
182,Cybersecurity Maintenance & Support Engineer - (DSC/JN/11568),"Cryptography,Cisco Certified Network Associate,Electronic Engineering,Cyber Security,Cyber Resilience,Internet Protocols Suite,Encryption,Certified Information Systems Security Professional,Computer Networks,Cisco Certified Network Professional,Authentications,Defence Engineering,Cyber Engineering,Computer Science,Information Technology,Information Systems,Troubleshooting (Problem Solving),Innovation,Technical Support,Research,Supervisory Control And Data Acquisition (SCADA),Firmware,Auditing,Medical Response Technician"
183,Network Security Engineer,"Wireless Networks,Load Balancing,Access Network,Microsoft Azure,Intrusion Detection And Prevention,Traffic Control,Wireless Security,Palo Alto Firewalls,Communications,Encryption,Network Security,Alibaba Cloud,Attack Surface Management,Network Infrastructure,Cloud Security,Problem Solving,Security Requirements Analysis,Project Management,Scripting,Cisco Certified Network Professional,Authentications,Network Segmentation,Teamwork,Security Policies,Computer Science,Network Routing,Management,Information Technology,Automation,R (Programming Language)"
184,Assistant Lead Engineer - Risk Assessment (Cluster IT Security),"Healthcare Industry Knowledge,Vulnerability Management,Vulnerability Assessments,Security Testing,Analytical Skills,Cyber Security,Cyber Risk,Certified Ethical Hacker,Security Controls,NIST Cybersecurity Framework (CSF),Risk Mitigation,Certified Information Systems Security Professional,Risk Register,Risk Analysis,System Operator Certification,Vulnerability,Patch Management,Computer Science,Vulnerability Scanning,Prioritization,Management,Communications"
185,Expert Service Operation (Cyber Security),"Firewall,GIAC Certifications,Performance Appraisal,Cyber Threat Intelligence,Customer Service,Technical Services,Information Assurance,Endpoint Security,Development Environment,Incident Response,Security Awareness,Cyber Security,Network Analysis,SQL*Plus,GIAC Certified Enterprise Defender (GCED),GIAC Certified Incident Handler,Problem Management,Problem Solving,Functional Skills Qualification,Operations Support Systems,Domain Controllers,Security Information And Event Management (SIEM),Technology Solutions,Certified Information Systems Security Professional,Change Management,GIAC Certified Intrusion Analyst,Training And Development,Workplace Diversity,Regular Expressions,Information Technology,Vulnerability,Communications,Management,Operations,Aviation,Auditing"
186,"Internal Audit Expert, Cyber Security","Regulatory Developments,General Data Protection Regulation (GDPR),Coaching,Vulnerability Management,Enthusiasm,Commercial Banking,Cyber Security,Active Listening,Business Process,Cyber Operations,Scrum (Software Development),Cyber Governance,Wealth Management,Firewall,Asset Management,Cloud Security,Problem Solving,Consulting,Risk Analysis,Incident Management,Threat Management,Quality Auditing,Configuration Management,Financial Services,Risk Management,Cooperation,Governance,Auditing,Agile Methodology,Innovation,Management,Communications,Investment Banking"
187,"Lead, Cyber Security Incident Response Specialist","Cyber Threat Intelligence,Cyber Incident Response,Vulnerability Management,Application Development,Incident Response,Cyber Security,Endpoint Security,Communications,Network Security,Machine Learning,Security Technology,Security Systems,Security Information And Event Management (SIEM),Software Engineering,Intrusion Detection And Prevention,Cyber Security Management,Incident Reporting,Malware Analysis,Threat Detection,Computer Forensics,Incident Response Management,Training And Development,Computer Engineering,Computer Science,Vulnerability,Management,Problem Solving,Investigation,Information And Communications Technology,Encompass (Mortgage Software)"
188,Security Engineer (ITDG),"NoSQL,MySQL,Crystal Reports (Reporting Software),Vendor Management,Repository Design,Exploratory Data Analysis,Data Mining,Data Visualization,Data Science,Unstructured Data,Data Management,Predictive Analytics,Interpersonal Communications,Business Objects Framework,Thought Leadership,Healthcare Analytics,Algorithms,Communications,Dashboard,Project Risk Management,Reinforcement Learning,Mathematics,Data Analysis,Machine Learning,Project Management,Business Intelligence,Microsoft Analysis Services,Deep Learning,SQL (Programming Language),Operational Data Store,Scalability,Data Acquisition,Natural Language Processing,Statistical Modeling,SAS (Software),SPSS (Statistical Software),Operations Research,SQL Server Reporting Services,Data Governance,Microsoft SQL Servers,Advanced Analytics,Health Informatics,Tableau (Business Intelligence Software),MicroStrategy,Greenplum,Teradata SQL,Physics,Mortgage-Backed Securities,Timelines,Refining,Data Warehousing"
189,Digital Expert (Software / AI / Cybersecurity),"Healthcare Industry Knowledge,Software Testing,Incident Response,Interpersonal Communications,Ability To Meet Deadlines,Communications,Medical Devices,Security Controls,Threat Modeling,Software Engineering,Cyber Security,Cyber Security Assessment,Certified Information Systems Security Professional,Technical Documentation,International Software Testing Qualifications Board (ISTQB) Certified,Cyber Risk,Artificial Intelligence,Risk Management,Computer Science,Software Validation,Technical Writing,Mitigation,Information Systems,Vulnerability,Certified Information Security Manager,Management"
190,Cybersecurity Engineer (Adversarial AI Attack Simulation),"Debugging,Scikit-Learn (Python Package),Cloud Infrastructure,Digital Transformation,DevSecOps,Smart Systems,Artificial Intelligence Markup Language (AIML),Mobile Application Development,Application Development,Data Science,Intellectual Curiosity,Cyber Security,Cloud Services,GIAC Penetration Tester,GIAC Certifications,Time Management,Offensive Security Certified Professional,Learning Development,Machine Learning,PyTorch (Machine Learning Library),Verbal Communication Skills,Artificial Intelligence,TensorFlow,Software Development,Innovation,Problem Solving,Simulations,Agile Methodology,Research,Vulnerability"
191,Information Security Engineer,"Firewall,Cyber Threat Intelligence,Vulnerability Management,Endpoint Security,Vulnerability Assessments,Virtual Private Networks (VPN),Telecommunications,GIAC Certifications,GIAC Security Essentials Certification (GSEC),Standard Operating Procedure,Encryption,Risk Analysis,GIAC Certified Incident Handler,Certified In Risk And Information Systems Control,Network Security,Active Directory,Internet Protocol Security (IP SEC),Telecom Infrastructure,Root Cause Analysis,Security Systems,Change Requests,Cyber Security,Regulatory Compliance,Terminal Access Controller Access-Control System (TACACS),Tunneling Protocol,Certified Information Systems Security Professional,Routing Protocols,Incident Reporting,Open Systems Interconnection,Cyber Investigations,Network Layer,Vulnerability,Computer Forensics,Security Policies,Computer Science,Network Routing,Operations,Management,Microsoft Office Project (MOPS),Cisco Certified Security Professional,Transport Layer Security (TLS)"
192,Cybersecurity Engineer (DSC/JH),"Firewall,Cloud Infrastructure,Client Services,Parsing,Virtual Private Networks (VPN),Scheduling,Communications,Network Security,Accountability,Security Information And Event Management (SIEM),Cyber Security,Authentications,Threat Detection,Network Routing,Amazon Web Services,Troubleshooting (Problem Solving),Operations,Coordinating,Problem Solving"
193,Cybersecurity PMO (CDG),"Decisiveness,Coaching,Performance Management,Project Planning,Staff Management,Multitasking,Influencing Skills,Cost Estimation,Mentorship,Project Management,Resource Planning,Accountability,Team Management,Project Risk Management,Computer Engineering,Computer Science,Information Technology,Systems Development Life Cycle,Communications,Governance,Auditing,Templates,Budgeting,Dashboard,Internet Of Things (IoT),Forecasting"
194,Cybersecurity Engineer (CISO Office),"Firewall,Cryptography,Digital Transformation,Cyber Security Assessment,Vulnerability Management,Smart Systems,Planning,Cyber Threat Intelligence,Security Testing,Application Development,Data Science,Incident Response,Cyber Security,Cloud Security Applications,GIAC Certifications,GIAC Security Essentials Certification (GSEC),Endpoint Security,Cyber Threat Hunting,Time Management,Network Security,Information Technology Infrastructure Library,Cloud Security,Security Requirements Analysis,Log Management And Intelligence,Learning Development,Security Information And Event Management (SIEM),Topology,Certified Information Systems Security Professional,Cybersecurity Compliance,Risk Analysis,Presentations,Verbal Communication Skills,Vulnerability,Artificial Intelligence,Program Management,Operating Systems,Security Policies,Vulnerability Scanning,Governance,Management,Innovation,Agile Methodology,Auditing"
195,Lead Cyber Security Specialist,"Digital Transformation,Security Log,Cyber Security,Cyber Threat Hunting,GIAC Certifications,GIAC Certified Incident Handler,Security Information And Event Management (SIEM),Certified Information Systems Security Professional,Information Technology Security Auditing,Incident Management,Syslog,Security Policies,Computer Science"
196,"VP, Security Awareness and Education, Group Information Security","Communications,Rapport Building,Planning,Business Risk Management,Process Improvement,Digital Content,Security Awareness,Project Management,Expectation Management,People Management,Presentations,Content Management,Security Controls,Technical Management,Security Requirements Analysis,Verbal Communication Skills,Corporate Security,Organizational Skills,Cyber Threat Intelligence,Banking Services,Change Management,Time Management,Information Technology,Negotiation,Problem Solving,Management,Operations,Customer Service,Automation,Auditing"
197,Senior/Security Engineer (Firewall),"Firewall,Microsoft Azure,Virtual Private Networks (VPN),Incident Response,Sustainability Strategies,TCP/IP,Environmental Social And Corporate Governance (ESG),Encryption,Technical Leadership,Sustainable Business,Stakeholder Management,Endpoint Security,Technology Solutions,Sustainability Reporting,Consulting,IBM VNET,Computer Science,Information Systems,Quality Management,Leadership,Troubleshooting (Problem Solving)"
198,"IT Security Engineer, NSCC","Firewall,Vulnerability Assessments,Linux,Operations Management,Enterprise Security,System Administration,Penetration Testing,Problem Solving,Security Technology,Intrusion Detection Systems,Security Requirements Analysis,Security Information And Event Management (SIEM),Cyber Security,Content Filtering,Systems Engineering,Computer Science,Forensic Sciences,Operations,Communications,Investigation,Auditing"
199,"Lead, Cyber Threat Hunter","Cyber Threat Intelligence,Security Analysis,Incident Response,Cyber Security,Certified Ethical Hacker,Endpoint Security,Crisis Management,Key Performance Indicators (KPIs),Cyber Threat Hunting,Security Controls,Risk Analysis,Network Security,Machine Learning,System Administration,Security Technology,Cyber Security Management,Software Engineering,Scripting,Threat Detection,Cyber Risk,Training And Development,Computer Engineering,Endpoint Detection And Response,Computer Science,Management,Investigation,Problem Solving,Information And Communications Technology"
200,Cybersecurity (Senior/Engineer),"Cyber Security,Endpoint Security,Enterprise Security,Network Security,Cyber Engineering,Data Loss Prevention,IT Security Architecture,Certified Information Systems Security Professional,Project Coordination,Computer Science,Access Controls,Vulnerability,Governance,Mitigation,Auditing,R (Programming Language)"
201,Application Infrastructure Engineer (Network & Security),"Digital Transformation,Electronic Engineering,Smart Systems,Application Development,Data Science,Influencing Skills,Local Area Networks,Time Management,Information Technology Infrastructure Library,Multitasking,Learning Development,Cyber Security,Artificial Intelligence,Wide Area Networks,Computer Science,Information Technology,Innovation,Communications,Leadership,Operations,Agile Methodology"
202,Product Security Test Engineer - (DSC/JN/11681),"Cryptography,Presentations,Electronic Engineering,Security Testing,Analytical Skills,Product Demonstration,Linux,Cyber Resilience,Static Application Security Testing (SAST),Selenium (Software),System Integration Testing,Product Management,Verbal Communication Skills,Product Knowledge,Cyber Security,Team Management,Test Data,Scripting,Quality Assurance,Authentications,Defence Engineering,Computer Engineering,Test Tools,Cyber Engineering,Vulnerability,Automation,Research,Innovation,New Product Development,Supervisory Control And Data Acquisition (SCADA),Auditing,Safety Assurance,Medical Response Technician"
203,Senior Cybersecurity Policy Developer,"Cryptography,Certified Information System Auditor (CISA),Digital Transformation,DevSecOps,Smart Systems,Vulnerability Assessments,Network Planning And Design,Application Development,Cloud Hosting,Data Science,Emerging Technologies,Time Management,Security Management,Project Management,Learning Development,Cyber Security,Certified Information Systems Security Professional,Consulting,Risk Analysis,Artificial Intelligence,Hardware Design,CI/CD,Security Policies,Computer Science,Management,Governance,Auditing,Mitigation,Innovation,Agile Methodology"
204,Cybersecurity Engineer / Senior Engineer (DSC/JH),"Project Coordination,Systems Engineering,Virtual Private Networks (VPN),Cyber Engineering,Resourcefulness,Communications,Project Management,Information Technology Infrastructure Library,Analytical Dashboard,Vulnerability Assessments,Penetration Testing,Security Technology,Multitasking,Log Management And Intelligence,Information Systems Security,Digital Security,Security Information And Event Management (SIEM),Technical Documentation,Project Implementation,Firewall,Change Management,Vulnerability,Network Diagnostics,Endpoint Detection And Response,Computer Science,Information Technology,Troubleshooting (Problem Solving),Technical Support,Problem Solving,Systems Integration"
205,Senior Network Security Operations - GSO (Singapore),"Infrastructure As A Service (IaaS),Cryptography,Curiosity,Vendor Relationship Management,MySQL,Functional Requirement,DDoS Mitigation,Github,Virtual Private Networks (VPN),Multiprotocol Label Switching,Network Quality Of Service (QoS),Software Defined Networking (SDN),VLAN Trunking Protocol (VTP),TCP/IP,Compassion,Standard Operating Procedure,Python (Programming Language),Internet Protocol Security (IP SEC),Security Controls,Dealing With Ambiguity,Bitbucket,Network Security,Enhanced Interior Gateway Routing Protocols,Security Technology,Security Systems,Virtual Router Redundancy Protocols,Java (Programming Language),Border Gateway Protocol,Redis,Business Operations,Trustworthiness,Application Security,Cyber Security,Terminal Access Controller Access-Control System (TACACS),Hot Standby Router Protocol,Amazon Web Services,Packet Analyzer,Open Shortest Path First (OSPF),Firewall,Network Routing,Google Cloud Platform (GCP),Information Privacy,Network Infrastructure,Infrastructure Security,IT Security Architecture,Virtual Local Area Network (VLAN),TikTok,Apache Hive,Operations Security,Version Control,Network Time Protocols,Go (Programming Language),Software As A Service (SaaS),Operations,Creativity,Management,Sarbanes-Oxley Act (SOX) Compliance,Communications,Customer Service,Data Centers,Tooling"
206,Cybersecurity Deployment Engineer (DSC/JH),"Project Coordination,Systems Engineering,Virtual Private Networks (VPN),Cyber Engineering,Communications,Project Management,Information Technology Infrastructure Library,Analytical Dashboard,Vulnerability Assessments,Penetration Testing,Security Technology,Log Management And Intelligence,Information Systems Security,Digital Security,Security Information And Event Management (SIEM),Technical Documentation,Project Implementation,Firewall,Change Management,Vulnerability,Network Diagnostics,Endpoint Detection And Response,Computer Science,Information Technology,Systems Integration,Problem Solving,Troubleshooting (Problem Solving)"
207,Mainframe Security Engineer,"Customer Information Control System (CICS),IBM WebSphere MQ,Unix,IBM Resource Access Control Facility,z/OS,Regulatory Compliance,Scripting,Unix System Services,Financial Services,Management,Operations,Auditing"
208,"Product Security Engineer, Product Software","Project Portfolio Management,Curiosity,General Data Protection Regulation (GDPR),Software Testing,DevSecOps,Cloud Automation,Microservices,Courage,Communications,Static Application Security Testing (SAST),Ansible,Kotlin,Java (Programming Language),Application Security,DevOps,Spring Framework,Private Cloud,Public Cloud,Network Architecture,Amazon Web Services,Chef (Configuration Management Tool),Systems Development Life Cycle,Research,Vulnerability,Front End (Software Engineering),Data Centers,Tooling"
209,Security Infrastructure Engineer,"Certified Information System Auditor (CISA),Digital Transformation,Smart Systems,Network Intrusion Detection And Prevention,Microsoft Azure,Endpoint Security,Cyber Threat Intelligence,Application Development,Data Science,Virtual Private Networks (VPN),Requirements Elicitation,Cyber Security,GIAC Certifications,GIAC Security Essentials Certification (GSEC),Linux,Cloud Services,Splunk,Presentations,Hardening,Cyber Threat Hunting,Time Management,Learning Development,Security Information And Event Management (SIEM),Data Transformation,Certified Information Systems Security Professional,Scripting,Data Ingestion,Infrastructure Security,Firewall,System Deployment,Artificial Intelligence,IBM QRadar (SIEM Software),Security Policies,Computer Science,Information Systems,Operations,Amazon Web Services,Innovation,Information And Communications Technology,Agile Methodology,Customer Service"
210,CyberSecurity Operations Engineer (DSC/JH),"Certified Information System Auditor (CISA),Cisco Certified Network Associate,Microsoft Certified Systems Engineer,Security Controls,IT Service Management,Certified Information Systems Security Professional,Information Technology Infrastructure Library,Security Devices,Imperva,Computer Engineering,Operating Systems,Certified Information Security Manager,Problem Solving,Operations,Auditing,Troubleshooting (Problem Solving)"
211,Cybersecurity Specialists/ Senior Cybersecurity Specialists (Application Security and DevSecOps),"Digital Transformation,DevSecOps,Smart Systems,Security Engineering,Agile Methodology,Microsoft Azure,Agile Software Development,Application Development,Data Science,Splunk,Continuous Integration,Risk Analysis,Time Management,Continuous Delivery,Bitbucket,JIRA,Penetration Testing,Change Requests,Learning Development,Cyber Security,DevOps,Artificial Intelligence,Code Review,Sonatype,Software Development,Amazon Web Services,Automation,Innovation"
