,Job Title,Skills
362,DevOps Engineer,"Agile Methodology,Planning,Systems Design,Application Environments,Development Environment,Scrum (Software Development),Algorithms,Epic EMR,Test Case,Business Requirements,Service-Level Agreement,Project Management,Computer Programming,DevOps,Integration Testing,Operating Systems,Software Development,Communications,Problem Solving,Flowcharts,Procurement"
363,Cloud Engineer - Major Hedge Fund,"Cloud Infrastructure,Cloud Engineering,Linux,Python (Programming Language),Virtualization,Ansible,Cloud Technologies,Cyber Security,Scripting,Bash (Scripting Language),Computer Science,Hedge Funds,Amazon Web Services,Troubleshooting (Problem Solving)"
364,DevOps Engineer,"Blockchain,MySQL,Nginx,Apache Kafka,Network Storage,Financial Technology (FinTech),Resource Utilization,Business Architecture,Problem Solving,Redis,Jenkins,Technical Documentation,Process Development,Middleware,Operating Systems,CI/CD,Gitlab,Securities (Finance),Data Analysis,Governance,Operations,Linux Virtual Server,Futures Exchange"
365,Staff Cloud Engineer (Application),"International Finance,Microservices,Application Development,Cloud Engineering,Python (Programming Language),Consultative Approaches,Cloud Security,Java (Programming Language),Scalability,Architectural Design,Full Stack Development,Data Analysis,Innovation,Communications,R (Programming Language),Automation,Artificial Intelligence"
366,Cloud Engineer,"Firewall,Vendor Management,Microsoft Azure,Performance Management,Development Environment,Wide Area Networks,AWS Certified SysOps Administrator,Network Security,Incident Reporting,Business Continuity,Multitasking,Performance Testing,Virtual Private Networks (VPN),Public Cloud,Disaster Recovery,Systems Integration,Information Technology,Amazon Web Services,Access Controls,Troubleshooting (Problem Solving),Technical Support,Operations,Auditing"
367,DevOps Engineer,"Infrastructure Security,Cloud Infrastructure,DevSecOps,Github,Performance Tuning,Kubernetes,Product Management,Project Management,Continuous Integration,Continuous Delivery,Application Release Automation,Scripting,Process Development,DevOps,Middleware,Confluent,CI/CD,Scalability,Software Development Life Cycle,Google Cloud Platform (GCP),Agile Methodology,Open Source Technology,Automation,Management,Research,Writing,Troubleshooting (Problem Solving),Blogs,Team Leadership,Reliability,Safety Assurance"
368,Blockchain DevOps Engineer,"Infrastructure Security,Blockchain,Shell Script,Docker (Software),Kubernetes,Communications,Python (Programming Language),Ethereum,Nodes (Networking),Linux Kernel,Rancher (Software),Chinese Language,DevOps,CI/CD,Scalability,Amazon Web Services,English Language,Agile Methodology,Troubleshooting (Problem Solving),Automation"
369,"DevOps Engineer, Data Platform","Infrastructure Security,Curiosity,Bash (Scripting Language),Cloud Services,Docker (Software),Kubernetes,Compassion,Python (Programming Language),Resource Utilization,Terraform,Distributed Data Store,Ansible,Java (Programming Language),ClickHouse DBMS,Containerization,Amazon Web Services,DevOps,TikTok,Architectural Design,Build Tools,Operating Systems,Scalability,Computer Science,Go (Programming Language),Creativity,Software As A Service (SaaS),Automation,Reliability"
370,Data Center Engineering Operation Engineer,"Mechanical Systems,Facility Management,Vendor Management,Computer Room Air Conditioning (CRAC) Units,Key Performance Indicators (KPIs),Root Cause Analysis,Service-Level Agreement,Writing,Organizational Skills,Amazon Web Services,Change Management,Operational Performance Management,Switchgear,Commissioning,Subcontracting,Management,Troubleshooting (Problem Solving),Transformers (Electrical),Construction,Prioritization,Operations,Data Centers,Customer Service,Innovation"
371,Staff Cloud Platform Engineer,"TypeScript,Curiosity,Operability,Google Cloud Platform (GCP),Data Science,Software Engineering,Influencing Skills,Development Testing,Splunk,Python (Programming Language),Resilience,Terraform,Production Management,Cloud Management,Accountability,Cloud Technologies,Observability,Product Family Engineering,Scalability,Technical Documentation,Verbal Communication Skills,Public Cloud,Bash (Scripting Language),Computer Science,Rust (Programming Language),Go (Programming Language),Amazon Web Services,Automation,Templates,Usability,Reliability"
372,Senior/Cloud Engineer,"Presentations,Cloud Infrastructure,Distributed Denial-Of-Service (DDoS) Attacks,Linux,Cloud Services,Python (Programming Language),Cloud Operations,Java (Programming Language),Cloud Development,Computer Engineering,Computer Science,Information Systems,Management,Communications,Troubleshooting (Problem Solving),Problem Solving,Governance,Innovation,Operations,Auditing"
373,Cloud Engineer #65030,"Presentations,Cloud Infrastructure,Design Specifications,Microsoft Azure,Cloud Computing Architecture,Microsoft Operating Systems,Agile Methodology,Cloud Engineering,Docker (Software),Kubernetes,Containerization,Communications,Standard Operating Procedure,Custom Scripting,Continuous Improvement Process,Application Deployment,Change Management,DevOps,Architectural Design,CI/CD,Software Development Life Cycle,Systems Development Life Cycle,Amazon Web Services,Research,Automation,Information Technology,Checklists,Acceptance Testing,R (Programming Language)"
374,Cloud Network Engineer - Physical Network Infrastructure,"Curiosity,Xen Servers,Cloud Computing Architecture,Network Engineering,Linux,Software Defined Networking (SDN),TCP/IP,Kernel-Based Virtual Machine,Communications,Compassion,Intelligent Networks,VxLAN (Virtual Extensible LAN),Network Infrastructure,Border Gateway Protocol,Routing Protocols,Content Creation,Public Cloud,TikTok,Hyper-V,Scalability,Network Architecture,Creativity,Software Development,Operations,Innovation,Troubleshooting (Problem Solving),Data Centers,Automation"
375,Backend Software Engineer (Cloud Native) - Cloud Infrastructure,"Proactivity,Network Programming,Microsoft Azure,Problem Solving,Cloud-Native Computing,Courage,Multi-Cloud,Kubernetes,Linux,Public Cloud,Software Engineering,Independent Thinking,Distributed Development,TikTok,AWS Lambda,Computer Science,Disaster Recovery,Multithreading,Creativity,Platform As A Service (PaaS),Management,Research,Program Development"
376,Backend Software Engineer (Cloud Platform) - Cloud Infrastructure,"Curiosity,Proactivity,Network Programming,Distributed Data Store,Systems Design,Microservices,Problem Solving,Computing Platforms,Multi-Cloud,Private Cloud,Linux,Compassion,Public Cloud,Cloud Management,Billing Systems,Independent Thinking,Cloud Migration,Cloud Management Platforms,TikTok,Computer Science,Disaster Recovery,Multithreading,Creativity,Management,Billing,Research,Program Development"
377,DevOps Engineer,"International Finance,Microsoft Azure,Docker (Software),Kubernetes,Linux,Terraform,Security Systems,DevOps,CI/CD,Scalability,Amazon Web Services,Vulnerability,Troubleshooting (Problem Solving),Automation,Mandarin Chinese"
378,AWS Infrastructure Engineer,"Technology Solutions,Planning,Technical Design,Solution Architecture,DevOps,Amazon Web Services"
379,Cloud Engineer,"VMware VSphere,Planning,Network Operating System (NOS),Technical Documentation,Computer Engineering,Computer Science,R (Programming Language),Operating Systems,Medical Response Technician"
380,DevOps Engineer (IaC_AWS_DataDog_Network_Python_SQL),"Network Protocols,AWS CloudFormation,Virtual Local Area Network (VLAN),Version Control,Github,Cloud Services,Systems Engineering,Serverless Computing,Python (Programming Language),Terraform,SQL (Programming Language),Amazon Web Services,Dynamic Host Configuration Protocol (DHCP),DevOps,Datadog,Virtual Machines,CI/CD,Network Routing,Software Development,Data Analysis,Automation"
381,"Staff DevOps Engineer, Issuing Platform","Software Design,Enthusiasm,Cloud Infrastructure,Apache OpenOffice,Financial Services,Microsoft Azure,Infrastructure Architecture,Docker (Software),Linux,Financial Technology (FinTech),Splunk,Python (Programming Language),Technical Leadership,New Relic (SaaS),Network Security,Payment Card Industry (PCI) Data Security Standards,Java (Programming Language),Observability,Topology,Jenkins,DevOps,Upskilling,Public Cloud,CI/CD,Scalability,Gitlab,Curiosity,Amazon Web Services,Go (Programming Language),Operations,Prometheus (Software),Management,Operating Systems,Problem Solving,Team Building,Automation,Innovation,Troubleshooting (Problem Solving),Tooling"
382,Backend Software Engineer (DBA) - Cloud Infrastructure,"Curiosity,Computing Platforms,MySQL,Database Administration,Software Design Patterns,Performance Tuning,Intellectual Curiosity,Apache Kafka,Kubernetes,AIOps (Artificial Intelligence For IT Operations),Algorithms,Compassion,Python (Programming Language),Apache Flink,MongoDB,Data Protection Planning,Problem Solving,Java (Programming Language),Redis,Data Migration,IBM WebSphere MQ,Systems Design,Database Systems,Middleware,TikTok,Bottleneck Analysis,Linux,Computer Science,Go (Programming Language),Big Data,Apache Spark,Management,Creativity,Input/Output,Governance,Operations,ANSYS Meshing,Automation,Troubleshooting (Problem Solving),Reliability,Mentorship,Service-Oriented Architecture"
383,AVP - Platform Engineer (Public Cloud) - Hybrid,"API Management,Operating Systems,Cloud Infrastructure,System Software,Microservices,Cloud-Native Computing,Apigee,Hardware Platform Interface,Docker (Software),Kubernetes,Operational Excellence,Algorithms,Continuous Integration,Application Programming Interface (API),Resilience,Problem Solving,Java (Programming Language),Product Family Engineering,Software Engineering,Scalability,Technology Solutions,Service-Oriented Architecture,Front End Design,Python (Programming Language),Domain Driven Design,Amazon Web Services,Event-Driven Programming,Data Structures,Information Model,Public Cloud,Instrument Development,Multi-Tenant Cloud Environments,CI/CD,Systems Engineering,Computer Science,Automation,Agile Methodology,Systems Development Life Cycle,Economics,Innovation,Operations,Communications,Open Source Technology,Tooling,Workflow Management"
384,"Engineer, Cloud Delivery & Ops","Firewall,Cisco Certified Network Associate,Planning,Operational Efficiency,Computing Platforms,Project Management Professional Certification,Network Engineering,Cloud Engineering,Network Security,Border Gateway Protocol,Service Level,Cisco Certified Network Professional,Internet Protocols Suite,Network Routing,Shell Script,Linux,Disaster Recovery,Operations,Network Switches"
385,Cloud DevOps Engineer,"Proxy Servers,Cloud Infrastructure,AWS CloudFormation,Chef (Configuration Management Tool),Ansible,Build Management,Linux Administration,Python (Programming Language),Cloud Security,Containerization,Consulting,Resilience,Linux Security Modules,CI/CD,Network Routing,Management,Troubleshooting (Problem Solving),Automation"
386,Cloud engineer,"Operating Systems,Resourcefulness,Linux,Red Hat Linux,Cloud Security,Cloud Technologies,OpenShift,Amazon Web Services,Management,Operations,Troubleshooting (Problem Solving)"
387,DevOps Engineer,"Firewall,Debugging,Kibana,Software Design,TypeScript,Air Traffic Management,Learning Agility,Data Storage,Microsoft Word,Application Programming Interface (API),API Gateway,Customer Engagement,Microservices,Web Servers,Shell Script,Data Manipulation,Docker (Software),React.js (Javascript Library),Kubernetes,Linux,Hypervisor,Kernel-Based Virtual Machine,Development Testing,Virtualization,Terraform,Command-Line Interface,Marketing,Kotlin,RESTful API,Java (Programming Language),Cloud Technologies,Web Services,Automated Teller Machine,Software Engineering,Cyber Security,Machine Learning,Webproxy,Containerization,Amazon Web Services,Bootstrapping,Information Privacy,DevOps,Systems Design,Provisioning Tools,Configuration Management,Computing Platforms,CI/CD,Teamwork,Computer Science,Information Technology,Software Development,Packaging And Labeling,Automation,Innovation,Operating Systems,Agile Methodology,Research,Team Building,Tooling,Enterprise Document Management System"
388,Software Engineer (SRE - Platform Services) - Infrastructure Engineering,"Communications,Curiosity,Analytical Thinking,Debugging,Collaboration,Algorithms,Compassion,Python (Programming Language),Problem Solving,Java (Programming Language),Scalability,Content Creation,Data Structures,Computer Engineering,TikTok,Computer Science,Creativity,Electrical Engineering,C (Programming Language),Go (Programming Language),IT Capacity Management,Automation,Reliability,Troubleshooting (Problem Solving)"
389,Backend Software Engineer - TikTok Live (Data Platform),"Enthusiasm,Curiosity,Algorithms,Compassion,Live Streaming,Scalability,Iterative And Incremental Development,Data Structures,TikTok,Creativity,Communications,Research,Tooling"
390,Cloud Engineer -DSC/EZ,"Firewall,Project Documentation,Windows Servers,Virtual Environment,Virtual Private Networks (VPN),Hypervisor,Virtualization,Verbal Communication Skills,Nutanix,Service Level,Linux,Operating Systems"
391,"Backend Software Engineer (SRE), Cloud Infrastructure","Curiosity,Computing Platforms,MySQL,Software Design Patterns,Intellectual Curiosity,Apache Kafka,Kubernetes,AIOps (Artificial Intelligence For IT Operations),Algorithms,Compassion,Python (Programming Language),Apache Flink,MongoDB,Data Protection Planning,Problem Solving,Java (Programming Language),Redis,IBM WebSphere MQ,Systems Design,TikTok,Bottleneck Analysis,Linux,Computer Science,Go (Programming Language),Big Data,Apache Spark,Creativity,Input/Output,Governance,ANSYS Meshing,Reliability,Mentorship,Service-Oriented Architecture,Troubleshooting (Problem Solving)"
392,Azure Data Engineer,"Databricks,Database Management Systems,Azure Data Lake,Microsoft Azure,Data Pipelines,Data Engineering,Development Environment,Data Architecture,Real Estate Development,Stored Procedure,Application Programming Interface (API),Azure Data Factory,Business Requirements,Data Lakes,Data Modeling,Transact-SQL,Data Ingestion,Data Structures,Extract Transform Load (ETL),SQL (Programming Language),Data Warehousing,Microsoft Access,Tooling"
393,Cloud Infrastructure Engineer - Leading MNC,"Cloud Infrastructure,Microsoft Azure,NetApp Applications,Operating Systems,Infrastructure Management,Azure Active Directory,System Center Operations Management,Red Hat Satellite,Management,Operations"
394,Senior DevOps Engineer - Infrastructure,"Chinese Language,Blockchain,Github,Docker (Software),Argo CD,Python (Programming Language),Terraform,Cryptocurrency,Ansible,Financial Services,Organizational Structure,Node.js (Javascript Library),Go (Programming Language),CI/CD,Full Stack Development,Binance,Automation,English Language"
395,Cloud Devops Engineer,"Infrastructure As A Service (IaaS),Gap Analysis,Cloud Infrastructure,Platform As A Service (PaaS),Microsoft Azure,AWS CloudFormation,Network Administration,Cloud-Native Computing,Amazon Web Services,Chef (Configuration Management Tool),Ansible,Python (Programming Language),Virtualization,Terraform,Emerging Technologies,Cloud Operations,Business Requirements,Stakeholder Management,Cloud Technologies,Jenkins,Network Configuration And Change Management,Technical Documentation,Scripting,Consulting,Software As A Service (SaaS),Artifactory,Google Cloud Platform (GCP),AWS OpsWorks,DevOps,Identity And Access Management,Infrastructure Automation,Needs Assessment,CI/CD,Troubleshooting (Problem Solving),Demonstration Skills,Operations,Open Source Technology,Reliability,Research,Puppet (Configuration Management Tool)"
396,Cloud engineer,"Operating Systems,Resourcefulness,Linux,Red Hat Linux,Cloud Security,Cloud Technologies,OpenShift,Troubleshooting (Problem Solving),Amazon Web Services,Management,Operations"
397,Network Engineer (Cloud Enablement Services),"Firewall,Cisco Certified Network Associate,Planning,Virtual Private Networks (VPN),Network Engineering,Network Access Control,Palo Alto Firewalls,Aruba ClearPass,Operations,IT Capacity Management,Wireless Communications"
398,DevOps Engineer,"Business Objectives,Agile Methodology,Planning,Systems Design,Agile Software Development,Application Environments,Development Environment,Scrum (Software Development),Algorithms,Epic EMR,Continuous Delivery,Test Case,Business Requirements,Service-Level Agreement,Project Management,Computer Programming,DevOps,Integration Testing,Operating Systems,Software Development,Operations,Communications,Problem Solving,Flowcharts,Procurement"
399,Site Reliability Engineer/ DevOps (Java),"Infrastructure Architecture,System Recovery,Planning,Dependency Analysis,Collaborative Software,Apache Kafka,Unix,Docker (Software),Git (Version Control System),Kubernetes,TCP/IP,Algorithmic Trading,Communications,Java Message Service (JMS),Python (Programming Language),Resilience,Apache Tomcat,JIRA,Java (Programming Language),Web Services,Jenkins,Node.js (Javascript Library),Scripting,Unix Shell,DevOps,HyperText Markup Language (HTML),Spring Framework,Teamcity,Release Management,Operating Systems,Mobile Banking,Agile Methodology,Systems Development Life Cycle,Prometheus (Software),Management,Operations,Innovation,Atlassian Confluence"
400,Backend Software Engineer - TikTok (Livestreaming) - Singapore,"Enthusiasm,Planning,Algorithms,Python (Programming Language),Computer Architecture,Java (Programming Language),Scalability,Iterative And Incremental Development,Live Broadcast,Live Streaming,Data Structures,TikTok,Computer Science,Go (Programming Language),C (Programming Language),Creativity,Communications,Governance"
401,Software Engineer (SRE - Platform Services) - Infrastructure Engineering,"Communications,Curiosity,Analytical Thinking,Debugging,Collaboration,Algorithms,Compassion,Python (Programming Language),Problem Solving,Java (Programming Language),Scalability,Content Creation,Data Structures,Computer Engineering,TikTok,Computer Science,Creativity,Electrical Engineering,C (Programming Language),Go (Programming Language),IT Capacity Management,Automation,Reliability,Troubleshooting (Problem Solving)"
402,"Backend Software Engineer (Cloud Native), Cloud Infrastructure","Proactivity,Network Programming,Microsoft Azure,Problem Solving,Cloud-Native Computing,Courage,Multi-Cloud,Kubernetes,Linux,Public Cloud,Software Engineering,Independent Thinking,Distributed Development,TikTok,AWS Lambda,Computer Science,Disaster Recovery,Multithreading,Creativity,Platform As A Service (PaaS),Management,Research,Program Development"
403,Devops Engineer - (AWS / Azure / Google Cloud),"DevSecOps,Application Development,Shift Left Security,Java (Programming Language),Containerization,Scripting,DevOps,CI/CD,C (Programming Language),Automation"
404,Devops Engineer - (AWS / Azure / Google Cloud),"DevSecOps,Application Development,Shift Left Security,Java (Programming Language),Containerization,Scripting,DevOps,CI/CD,C (Programming Language),Automation"
405,Cloud DevOps Engineer - DSC/EZ,"Slack (Software),DevSecOps,Application Programming Interface (API),Process Control,Vulnerability Assessments,Cloud Services,Docker (Software),Git (Version Control System),Kubernetes,Interpersonal Communications,Linux,Python (Programming Language),Encryption,Nmap,Continuous Integration,Application Deployment,Network Infrastructure,Project Management,Java (Programming Language),Scripting,Amazon Web Services,Cipher,Iptables,JIRA,Authentications,Change Management,DevOps,Version Control,Patch Management,Continuous Deployment,Code Review,JavaScript (Programming Language),Bash (Scripting Language),Release Management,CI/CD,Vulnerability Scanning,Disaster Recovery,Gitlab,Infrastructure Automation,Vulnerability,Agile Methodology,Management,Computer Security,Automation,Atlassian Confluence"
406,"Backend Software Engineer (Cloud Platform), Cloud Infrastructure","Curiosity,Proactivity,Network Programming,Distributed Data Store,Systems Design,Microservices,Problem Solving,Computing Platforms,Multi-Cloud,Private Cloud,Linux,Compassion,Public Cloud,Cloud Management,Billing Systems,Independent Thinking,Cloud Migration,Cloud Management Platforms,TikTok,Computer Science,Disaster Recovery,Multithreading,Creativity,Management,Billing,Research,Program Development"
407,"Backend Software Engineer (Observability Platform), Cloud Infrastructure","Curiosity,Data Modeling,IT Capacity Management,Apache Kafka,Data Engineering,Software Engineering,Collaboration,Communications,Compassion,Python (Programming Language),Data Integration,Apache Flink,Root Cause Analysis,Java (Programming Language),Observability,SQL (Programming Language),Scalability,Topology,ClickHouse DBMS,Data Ingestion,Scala (Programming Language),TikTok,Apache Hive,Computer Science,Apache Spark,Big Data,Go (Programming Language),Data Analysis,Governance,Creativity,Warehousing"
408,Senior DevOps Engineer,"Debugging,Enthusiasm,Apache OpenOffice,Financial Services,Microsoft Azure,Infrastructure Architecture,Docker (Software),Kubernetes,Linux,Financial Technology (FinTech),Docker Swarm,Splunk,Python (Programming Language),New Relic (SaaS),Network Security,Alibaba Cloud,Payment Card Industry (PCI) Data Security Standards,Java (Programming Language),Operations Support Systems,Observability,Topology,Jenkins,Containerization,DevOps,Upskilling,CI/CD,Gitlab,Amazon Web Services,Go (Programming Language),Prometheus (Software),Operations,Management,Operating Systems,Automation,Problem Solving,Team Building,Innovation,Troubleshooting (Problem Solving),Tooling"
409,"Technical Support Engineer, Video Cloud","Enthusiasm,Analytical Skills,Courage,Cloud Services,Software Design Patterns,TCP/IP,Combination Products,Business Architecture,Critical Thinking,Live Broadcast,Quality Assurance,Research And Development,Product Promotion,TikTok,Computer Science,Video Processing,Creativity,Management,Data Streaming,Sorting,R (Programming Language)"
410,Site Reliability Engineer (AWS Cloud),"Infrastructure Architecture,Docker Container,Cloud Automation,Root Cause Analysis,Jenkins,AWS Serverless,DevOps,Command-Line Interface,CI/CD,Site Reliability Engineering,Amazon Web Services,Software Development,Operations,Innovation"
411,Cloud Engineer (DevOps) - Singapore,"Debugging,Cloud Infrastructure,Cloud-Native Computing,Github,Cloud Engineering,Kubernetes,Cloud Services,Communications,Terraform,Amazon ElastiCache,Autoscaling,Cloud Technologies,Software Engineering,Amazon CloudWatch,Amazon Cloudfront,DevOps,Adobe Digital Editions,CI/CD,Computer Science,Amazon Web Services,Open Source Technology,Automation"
412,Cloud Delivery Engineer - (DSC/JN/11682),"Cryptography,Microsoft Azure,Cyber Resilience,Static Application Security Testing (SAST),Cloud Security,Cloud Applications,Cyber Security,Authentications,Defence Engineering,DevSecOps,Cyber Engineering,Software Development Life Cycle,Transmission Control Protocol (TCP),Vulnerability,Amazon Web Services,Cloud Computing,Research,Innovation,Sales,Agile Methodology,Supervisory Control And Data Acquisition (SCADA),Auditing,Medical Response Technician"
413,Principal Site Reliability Engineer (Senior Cloud DevOps Engineer),"Investment Performance,Power BI,Azure DevOps,Cloud Computing,MySQL,Cloud Infrastructure,Amazon Aurora,Oracle Cloud,Platform As A Service (PaaS),Operability,Fault Tolerance,Microsoft Azure,Toolchain,Google Cloud Platform (GCP),Computing Platforms,Shift-Left Testing,PostgreSQL,Git (Version Control System),Service Industries,Azure Security,Linux,Cloud Services,Python (Programming Language),Emerging Technologies,AWS CloudFormation,Advocacy,Microsoft Power Platform,Resilience,Ansible,Problem Solving,Observability,Database Engines,Triage,SQL (Programming Language),Ruby (Programming Language),Jenkins,Node.js (Javascript Library),Scripting,Amazon Web Services,Chef (Configuration Management Tool),Puppet (Configuration Management Tool),DevOps,Microsoft SQL Servers,Azure Cosmos DB,Product Family Engineering,Public Cloud,Financial Services,Windows PowerShell,CI/CD,Cloud Database,Scalability,Mentorship,Investments,Management,Agile Methodology,Go (Programming Language),Automation,Innovation,Tooling"
414,"Senior Software Engineer (.Net, Cloud Migration)","Cloud Infrastructure,Database Virtualization,Microsoft Azure,Kubernetes,Professionalism,Post-Production,Emerging Technologies,Virtualization,Presentations,Ability To Meet Deadlines,Enterprise Application Integration,Cloud Operations,Verbal Communication Skills,Operations Support Systems,Web Services,SQL (Programming Language),TOGAF Certification,Information Technology Infrastructure Library,Cloud Migration,Web Servers,Technical Analysis,DevOps,PostgreSQL,Architectural Design,Teamwork,Computer Science,Information Technology,Agile Methodology,Economics,Service-Oriented Architecture,Troubleshooting (Problem Solving)"
415,"Software Engineer (SRE - Platform Services), Infrastructure Engineering","Curiosity,Analytical Thinking,Collaboration,Communications,Compassion,Python (Programming Language),Problem Solving,Java (Programming Language),Scalability,Content Creation,Computer Engineering,TikTok,Computer Science,Electrical Engineering,C (Programming Language),Go (Programming Language),Creativity,IT Capacity Management,Automation,Reliability"
416,Associate Engineer (Data Centre),"Mechanical Systems,Facility Management,Media Management,Computer Networks,Change Control,Smoke Detector,Talent Acquisition,Market Value,Multitasking,ITIL Foundation Certification,Change Requests,Requirements Management,Cloud Services,Standard Operating Procedure,Emergency Response,Energetic,Equipment Maintenance,Event Monitoring,Root Cause Analysis,Service-Level Agreement,Building Automation,Operations Management,Data Centers,Emergency Medical Services,Access Controls,Management,Operations,Customer Relationship Management,Communications,Distributed Control Systems,Problem Solving,System Administration,Space Planning,Inventory Staging"
417,AWS Cloud and Linux Engineer | Yearly Contract | Up to $6000,"Infrastructure As A Service (IaaS),Cloud Infrastructure,Solution Architecture,AWS CloudFormation,Unix,Market Trend,Technical Management,Linux,Containerization,Communications,Terraform,Hardening,Cloud Operations,VMware Infrastructure,Ansible,Firmware Updates,Computing Platforms,Ubuntu (Operating System),DevOps,Scalability,Solaris (Operating System),Amazon Web Services,Operating Systems,Automation,Troubleshooting (Problem Solving),Reliability,Maintainability,R (Programming Language)"
418,Devops Engineer - (AWS / Azure / Google Cloud),"DevSecOps,Application Development,Shift Left Security,Java (Programming Language),Containerization,Scripting,DevOps,CI/CD,C (Programming Language),Automation"
419,Associate DevOps Engineer,"Information Technology Consulting,Blockchain,Load Balancing,Growth Mindedness,Courage,React.js (Javascript Library),TCP/IP,Test Automation,Hardening,Organizational Strategy,Continuous Integration,Angular (Web Framework),IBM Cloud Computing,Autoscaling,Hybrid Cloud Computing,Quantum Computing,Scalability,Node.js (Javascript Library),Version Control Software,Consulting,DevOps,Artificial Intelligence,Configuration Management,AWS CloudFormation,Spring Framework,Continuous Deployment,Business Technologies,CI/CD,Computer Science,Gitlab,Curiosity,Operations,JavaScript (Programming Language),Automation,Innovation,Workflow Management,Network Switches,Experimentation"
420,Devops Engineer,"Kubernetes,Linux,Python (Programming Language),Terraform,Django (Web Framework),System Administration,Ansible,Enterprise Application Software,DevOps,CI/CD,Amazon Web Services,Software As A Service (SaaS),C (Programming Language),R (Programming Language),Automation"
421,DevOps Engineer -  1 Year contract,"JBoss EAP,MySQL,Nginx,Development Testing,Cloud Infrastructure,Load Balancing,DevSecOps,Git (Version Control System),Linux,Red Hat Enterprise Linux,Python (Programming Language),Angular (Web Framework),JIRA,SonarQube,Payment Systems,Jenkins,JavaScript Frameworks,Scripting,Command-Line Interface,Java (Programming Language),DevOps,Middleware,Release Management,CI/CD,Teamwork,C (Programming Language),Software Development,Network Routing,Communications,Problem Solving"
422,Backend Engineer Intern (Cloud Infrastructure) - 2024,"Cloud Computing,MySQL,Operating Systems,Data Storage,Cloud Infrastructure,Distributed Data Store,Microservices,Courage,Multi-Cloud,Resource Management,Kubernetes,Algorithms,PHP (Scripting Language),Python (Programming Language),Strong Work Ethic,Public Cloud,Relational Databases,Problem Solving,Java (Programming Language),Cloud Management,Data Structures,SQL (Programming Language),Go (Programming Language),Metadata,Computer Engineering,TikTok,Computer Science,Disaster Recovery,C (Programming Language),Creativity,ANSYS Meshing,Innovation,Management,Software Development"
423,DevOps Engineer - TikTok Applied Machine Learning,"Performance Analysis,Recommender Systems,Curiosity,Bash (Scripting Language),Cloud Services,Systems Engineering,PaddlePaddle,Algorithms,Compassion,Python (Programming Language),Terraform,Machine Learning,Ansible,Apache MXNet,PyTorch (Machine Learning Library),Data Structures,DevOps,TikTok,Operating Systems,Computer Science,TensorFlow,Amazon Web Services,Creativity,Automation,Troubleshooting (Problem Solving)"
424,Senior DevOps Engineer,"Build Pipeline,DevSecOps,OSI Models,API Gateway,AWS CloudFormation,Microsoft Azure,Windows System Administration,Istio,Application Development,Apigee,Apache Kafka,Akamai,Docker (Software),Kubernetes,AWS Kinesis,Linux,Python (Programming Language),Terraform,Hardening,Application Programming Interface (API),Amazon GuardDuty,Application Deployment,Bitbucket,JIRA,SonarQube,Ansible,Cloudflare,Redis,Java Virtual Machine (JVM),Containerization,Amazon CloudWatch,Amazon Cloudfront,DevOps,Training And Development,Imperva,Atlassian Bamboo,Jenkins,Bash (Scripting Language),CI/CD,AWS Lambda,Computer Science,Gitlab,Amazon Web Services,Prometheus (Software),Technical Support,Network Routing,Data Centers,Advising,ANSYS Meshing,Automation,Go (Programming Language),Atlassian Confluence"
425,Backend Software Engineer (DevOps Platform) - Engineering Productivity,"Business Systems,Curiosity,MySQL,Linux Commands,Go (Programming Language),Private Cloud,Product Management,Compassion,Relational Databases,Problem Solving,Software Engineering,SQL (Programming Language),DevOps,Systems Design,Public Cloud,Product Requirements,TikTok,Full Stack Development,Computer Science,English Language,Platform As A Service (PaaS),Creativity,Communications,Troubleshooting (Problem Solving)"
426,Backend Software Engineer (Service Stability) - Cloud Infrastructure,"Curiosity,Failover,Cloud Infrastructure,Incident Response,Kubernetes,Communications,Compassion,Problem Solving,Software Engineering,Microservices,Chaos Engineering,Incident Management,Research And Development,Middleware,Concurrent Computing,TikTok,Teamwork,Computer Science,Platform As A Service (PaaS),Creativity"
427,Senior / Cloud Network Engineer,"Firewall,Microsoft Azure,Virtual Private Networks (VPN),Network Appliances,Network Infrastructure,Active Directory,Web Services,Cyber Security,Intrusion Detection And Prevention,Network Performance Management,NetBackup,Access Controls,Amazon Web Services,Troubleshooting (Problem Solving),Network Switches"
428,Cloud Engineer (109),"Shell Script,AWS Certified Solutions Architect Associate,Docker (Software),Kubernetes,Linux,Terraform,Red Hat Certified Engineer (RHCE),Ansible,Cloud Security,Cloud Technologies,DevOps,Amazon Web Services,Information Technology,Management,Operations,Troubleshooting (Problem Solving),R (Programming Language)"
429,"Technical Support Engineer, Video Cloud","Enthusiasm,Analytical Skills,Courage,Cloud Services,Software Design Patterns,TCP/IP,Combination Products,Business Architecture,Critical Thinking,Live Broadcast,Quality Assurance,Research And Development,Product Promotion,TikTok,Computer Science,Video Processing,Creativity,Management,Data Streaming,Sorting,R (Programming Language)"
